1,1,25,226802,7,40, Private, 11th, Never-married, Black, Male, <=50K
368,368,45,355978,10,60, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, >50K
369,369,33,48214,14,8, Self-emp-not-inc, Masters, Married-civ-spouse, White, Female, <=50K
370,370,26,190873,6,40, Private, 10th, Divorced, White, Female, <=50K
371,371,23,278390,10,68, Private, Some-college, Married-civ-spouse, White, Male, <=50K
372,372,41,203217,4,40, Private, 7th-8th, Separated, White, Male, <=50K
373,373,24,279175,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
374,374,47,194590,13,44, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, <=50K
375,375,34,198813,9,45, Self-emp-not-inc, HS-grad, Never-married, White, Male, <=50K
376,376,40,187294,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
377,377,28,302903,13,40, Private, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Female, <=50K
378,378,24,154835,9,40, Private, HS-grad, Never-married, Asian-Pac-Islander, Female, <=50K
380,380,23,100345,9,15, Private, HS-grad, Never-married, White, Male, <=50K
381,381,43,126320,9,40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Black, Male, >50K
382,382,26,142226,13,40, Private, Bachelors, Divorced, White, Female, <=50K
383,383,58,112076,16,35, Self-emp-not-inc, Doctorate, Married-AF-spouse, White, Female, >50K
384,384,52,225339,9,35, Private, HS-grad, Widowed, Black, Female, <=50K
385,385,29,211208,7,99, Private, 11th, Married-civ-spouse, White, Male, >50K
386,386,47,200808,7,35, Private, 11th, Married-civ-spouse, White, Male, <=50K
387,387,49,220618,9,37, Private, HS-grad, Divorced, Black, Female, <=50K
388,388,40,210493,7,40, Private, 11th, Widowed, White, Female, <=50K
389,389,62,369734,9,40, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Female, <=50K
390,390,49,27898,9,55, Private, HS-grad, Married-civ-spouse, White, Male, >50K
391,391,50,138193,13,50, Private, Bachelors, Divorced, White, Female, >50K
392,392,31,224234,9,40, Private, HS-grad, Never-married, Black, Male, <=50K
393,393,48,188741,14,50, Local-gov, Masters, Never-married, White, Female, <=50K
394,394,24,183772,9,40, Private, HS-grad, Never-married, White, Female, <=50K
396,396,37,79586,9,60, Private, HS-grad, Separated, Asian-Pac-Islander, Male, <=50K
397,397,45,355781,13,45, Private, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male, >50K
399,399,36,116358,14,45, Private, Masters, Married-civ-spouse, Asian-Pac-Islander, Male, <=50K
400,400,45,59287,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
401,401,41,138868,13,40, Private, Bachelors, Never-married, White, Female, <=50K
402,402,26,185885,12,20, Private, Assoc-acdm, Never-married, White, Female, <=50K
403,403,17,40299,7,25, Private, 11th, Never-married, White, Female, <=50K
404,404,27,500068,9,36, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
405,405,43,51494,9,65, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
406,406,35,179481,9,55, Private, HS-grad, Never-married, White, Male, <=50K
407,407,38,365907,13,40, Private, Bachelors, Divorced, White, Female, <=50K
408,408,26,284343,9,40, Private, HS-grad, Never-married, White, Male, <=50K
409,409,28,204862,10,40, Private, Some-college, Never-married, White, Female, <=50K
410,410,38,272476,13,24, Private, Bachelors, Married-civ-spouse, White, Female, >50K
411,411,36,175130,7,40, Private, 11th, Divorced, White, Female, <=50K
412,412,33,118941,9,40, Private, HS-grad, Married-civ-spouse, White, Female, >50K
413,413,19,164339,9,70, Private, HS-grad, Never-married, White, Male, <=50K
415,415,42,55457,6,40, Federal-gov, 10th, Married-civ-spouse, White, Male, <=50K
416,416,50,280292,6,40, Private, 10th, Married-civ-spouse, White, Male, >50K
417,417,30,446894,9,30, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
418,418,37,67083,10,40, State-gov, Some-college, Married-civ-spouse, Asian-Pac-Islander, Male, <=50K
419,419,54,159219,15,40, Self-emp-inc, Prof-school, Married-civ-spouse, White, Male, >50K
420,420,52,168539,13,40, Self-emp-inc, Bachelors, Never-married, White, Male, <=50K
421,421,65,88145,2,40, Private, 1st-4th, Married-civ-spouse, Other, Male, <=50K
422,422,33,150309,9,40, Private, HS-grad, Divorced, White, Female, <=50K
423,423,25,122999,10,40, Private, Some-college, Never-married, White, Male, <=50K
424,424,24,302195,13,45, Private, Bachelors, Never-married, White, Male, <=50K
425,425,26,210982,11,40, Private, Assoc-voc, Separated, Black, Female, <=50K
426,426,39,177140,9,40, Private, HS-grad, Separated, White, Male, >50K
427,427,59,113838,9,40, Private, HS-grad, Divorced, White, Female, <=50K
428,428,29,97165,10,40, Private, Some-college, Never-married, White, Female, <=50K
429,429,47,104301,7,45, Private, 11th, Never-married, White, Female, <=50K
431,431,64,115931,9,50, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
432,432,21,147280,9,20, Private, HS-grad, Never-married, Other, Male, <=50K
433,433,32,185433,10,40, Private, Some-college, Married-civ-spouse, Black, Female, >50K
434,434,26,599057,9,37, Private, HS-grad, Never-married, Black, Female, <=50K
436,436,62,71467,14,40, Self-emp-not-inc, Masters, Married-civ-spouse, White, Male, <=50K
437,437,32,183977,13,55, Private, Bachelors, Married-civ-spouse, White, Male, >50K
439,439,45,196858,9,60, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
440,440,31,160594,13,50, Private, Bachelors, Married-civ-spouse, White, Male, >50K
441,441,32,65278,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
442,442,24,102258,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
443,443,25,196947,13,40, Private, Bachelors, Never-married, White, Female, <=50K
444,444,41,233150,9,60, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
445,445,18,42857,10,20, Private, Some-college, Never-married, White, Female, <=50K
446,446,44,118059,16,55, Private, Doctorate, Married-civ-spouse, White, Male, >50K
447,447,40,169262,10,50, Private, Some-college, Married-civ-spouse, White, Male, <=50K
448,448,27,95108,13,40, Private, Bachelors, Never-married, White, Male, <=50K
449,449,23,161092,13,40, Private, Bachelors, Never-married, White, Male, <=50K
450,450,21,345253,10,40, Private, Some-college, Never-married, Other, Male, <=50K
451,451,37,111275,9,40, State-gov, HS-grad, Married-civ-spouse, White, Male, <=50K
452,452,65,178878,9,48, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
453,453,43,157237,14,40, Federal-gov, Masters, Married-civ-spouse, White, Male, >50K
454,454,45,155664,9,44, Private, HS-grad, Never-married, White, Male, <=50K
455,455,24,322658,13,40, State-gov, Bachelors, Never-married, White, Female, <=50K
456,456,24,208503,10,42, Private, Some-college, Never-married, White, Male, <=50K
457,457,19,223326,10,35, Local-gov, Some-college, Never-married, White, Male, <=50K
458,458,37,20308,13,65, Private, Bachelors, Married-civ-spouse, White, Male, >50K
459,459,24,124751,9,35, Private, HS-grad, Never-married, White, Female, <=50K
460,460,34,113364,10,40, Private, Some-college, Married-civ-spouse, White, Male, <=50K
461,461,50,196900,9,39, State-gov, HS-grad, Married-civ-spouse, White, Female, <=50K
462,462,36,168170,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
463,463,39,205338,13,60, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
464,464,44,98806,4,38, Self-emp-not-inc, 7th-8th, Married-civ-spouse, White, Male, <=50K
465,465,45,226452,9,40, State-gov, HS-grad, Married-civ-spouse, White, Male, <=50K
466,466,32,479179,7,40, State-gov, 11th, Never-married, White, Male, <=50K
467,467,47,471990,14,40, Federal-gov, Masters, Married-civ-spouse, Black, Male, >50K
468,468,50,44728,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
469,469,32,33117,11,40, Private, Assoc-voc, Married-civ-spouse, White, Male, <=50K
470,470,19,264876,9,40, Private, HS-grad, Never-married, White, Male, <=50K
472,472,28,293628,14,10, State-gov, Masters, Divorced, White, Male, <=50K
473,473,28,193122,9,50, Private, HS-grad, Divorced, White, Male, <=50K
474,474,39,149347,14,40, Federal-gov, Masters, Never-married, White, Male, >50K
475,475,21,129172,10,40, Private, Some-college, Never-married, White, Male, <=50K
476,476,73,151255,10,75, Self-emp-not-inc, Some-college, Widowed, White, Female, <=50K
477,477,39,98886,4,40, Private, 7th-8th, Married-civ-spouse, White, Male, <=50K
478,478,25,238673,10,40, Private, Some-college, Never-married, White, Male, <=50K
479,479,31,137991,10,20, Private, Some-college, Married-AF-spouse, White, Female, <=50K
480,480,51,85942,10,32, Private, Some-college, Divorced, White, Female, <=50K
481,481,39,85783,13,28, Private, Bachelors, Married-civ-spouse, White, Female, <=50K
482,482,31,174789,13,40, Private, Bachelors, Divorced, White, Male, <=50K
483,483,21,457162,10,17, Private, Some-college, Never-married, Black, Male, <=50K
484,484,46,176026,13,50, Private, Bachelors, Divorced, White, Male, >50K
485,485,73,88594,9,35, Private, HS-grad, Divorced, White, Female, <=50K
486,486,41,311101,9,40, Private, HS-grad, Divorced, White, Male, <=50K
487,487,20,273989,9,40, Private, HS-grad, Never-married, White, Male, <=50K
488,488,27,370242,12,30, Private, Assoc-acdm, Never-married, White, Male, <=50K
489,489,24,194630,13,35, Private, Bachelors, Never-married, White, Male, <=50K
490,490,20,313817,10,40, Private, Some-college, Married-civ-spouse, White, Male, <=50K
491,491,39,195843,11,40, Private, Assoc-voc, Never-married, White, Male, <=50K
492,492,27,203160,13,28, Private, Bachelors, Never-married, White, Male, <=50K
493,493,33,175856,7,60, Private, 11th, Married-civ-spouse, White, Male, <=50K
494,494,33,75435,9,40, Private, HS-grad, Married-civ-spouse, Amer-Indian-Eskimo, Male, <=50K
495,495,36,291676,5,40, State-gov, 9th, Married-civ-spouse, Black, Male, <=50K
496,496,55,192869,10,36, Private, Some-college, Married-civ-spouse, White, Male, <=50K
497,497,19,124464,10,40, Private, Some-college, Never-married, White, Male, <=50K
498,498,35,98776,9,60, Private, HS-grad, Never-married, White, Male, <=50K
499,499,34,107960,3,40, Private, 5th-6th, Never-married, Asian-Pac-Islander, Male, <=50K
500,500,62,312286,15,35, State-gov, Prof-school, Divorced, White, Female, <=50K
501,501,33,48520,10,40, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, >50K
502,502,39,224541,5,55, Private, 9th, Married-civ-spouse, White, Male, <=50K
503,503,36,237713,10,40, Local-gov, Some-college, Married-civ-spouse, White, Male, <=50K
504,504,41,309990,13,33, Private, Bachelors, Divorced, White, Female, <=50K
505,505,39,37019,9,60, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
507,507,18,170183,9,10, Private, HS-grad, Never-married, White, Female, <=50K
508,508,61,142988,10,45, Private, Some-college, Married-civ-spouse, White, Male, >50K
509,509,20,163205,11,36, Federal-gov, Assoc-voc, Never-married, White, Female, <=50K
510,510,35,455379,9,65, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, >50K
511,511,27,104423,9,40, Private, HS-grad, Never-married, White, Male, <=50K
512,512,66,104936,6,38, Private, 10th, Widowed, White, Female, <=50K
513,513,21,542610,9,40, Private, HS-grad, Never-married, Black, Male, <=50K
514,514,20,208117,10,18, Private, Some-college, Never-married, White, Female, <=50K
515,515,34,105141,10,40, Private, Some-college, Divorced, White, Male, <=50K
516,516,63,156120,3,50, Private, 5th-6th, Never-married, White, Female, <=50K
518,518,31,213339,9,40, Private, HS-grad, Separated, White, Female, <=50K
519,519,41,177989,16,60, Private, Doctorate, Married-civ-spouse, White, Male, <=50K
520,520,64,107732,2,45, State-gov, 1st-4th, Married-civ-spouse, Other, Male, <=50K
521,521,32,312403,13,40, Private, Bachelors, Never-married, White, Female, <=50K
522,522,30,176992,9,50, Local-gov, HS-grad, Married-civ-spouse, White, Male, >50K
523,523,36,84294,13,72, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, <=50K
524,524,22,143062,10,12, Private, Some-college, Never-married, White, Male, <=50K
525,525,53,139671,10,50, Local-gov, Some-college, Married-civ-spouse, White, Male, <=50K
526,526,50,116814,9,40, Private, HS-grad, Widowed, Amer-Indian-Eskimo, Female, <=50K
527,527,36,37778,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
528,528,41,240900,7,40, Self-emp-inc, 11th, Married-civ-spouse, White, Male, <=50K
529,529,55,202652,13,35, Private, Bachelors, Never-married, White, Female, <=50K
530,530,38,52187,13,50, Private, Bachelors, Married-civ-spouse, White, Male, >50K
531,531,28,349751,13,50, Private, Bachelors, Never-married, Black, Male, <=50K
532,532,24,238384,13,37, Local-gov, Bachelors, Never-married, White, Female, <=50K
533,533,60,209844,10,40, Private, Some-college, Divorced, White, Female, <=50K
534,534,54,333301,6,40, Private, 10th, Married-civ-spouse, Black, Male, <=50K
535,535,27,214974,9,60, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
536,536,30,113453,14,30, Private, Masters, Married-civ-spouse, White, Female, <=50K
537,537,54,162238,9,45, Private, HS-grad, Widowed, White, Male, <=50K
538,538,44,98779,10,40, Private, Some-college, Married-civ-spouse, White, Male, >50K
539,539,52,165001,9,60, Private, HS-grad, Married-civ-spouse, White, Male, >50K
540,540,18,78528,7,20, Private, 11th, Never-married, White, Male, <=50K
541,541,55,353881,4,50, Private, 7th-8th, Married-civ-spouse, White, Male, <=50K
542,542,35,251396,13,50, Private, Bachelors, Married-civ-spouse, White, Male, >50K
543,543,37,178100,13,40, Private, Bachelors, Divorced, White, Female, >50K
544,544,22,416165,10,40, Private, Some-college, Never-married, White, Female, <=50K
545,545,45,177536,13,45, Private, Bachelors, Married-civ-spouse, White, Male, >50K
546,546,38,203717,13,60, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
547,547,48,107231,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
548,548,35,106448,11,40, Private, Assoc-voc, Married-civ-spouse, White, Male, <=50K
549,549,21,196816,11,50, Private, Assoc-voc, Married-civ-spouse, White, Male, <=50K
550,550,37,191342,9,60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Asian-Pac-Islander, Male, >50K
551,551,18,170194,7,25, Private, 11th, Never-married, White, Male, <=50K
552,552,26,113587,6,35, Private, 10th, Divorced, White, Male, <=50K
553,553,48,72425,13,50, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, <=50K
554,554,51,217480,10,40, Private, Some-college, Separated, Black, Male, >50K
555,555,52,120914,10,40, Private, Some-college, Married-civ-spouse, White, Male, <=50K
556,556,32,33945,13,40, State-gov, Bachelors, Married-civ-spouse, White, Male, >50K
557,557,39,199753,13,60, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, <=50K
558,558,51,144284,13,40, Private, Bachelors, Married-civ-spouse, White, Male, >50K
559,559,54,53833,13,50, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
560,560,21,151158,10,25, Private, Some-college, Never-married, White, Female, <=50K
561,561,43,125577,9,40, Private, HS-grad, Separated, Black, Female, <=50K
562,562,32,242323,10,40, Private, Some-college, Never-married, White, Female, <=50K
563,563,31,195181,14,35, State-gov, Masters, Married-civ-spouse, White, Male, >50K
565,565,26,341672,10,60, Private, Some-college, Never-married, Asian-Pac-Islander, Male, <=50K
566,566,35,116369,9,40, Private, HS-grad, Never-married, White, Male, <=50K
567,567,73,113446,3,54, Private, 5th-6th, Married-civ-spouse, White, Male, >50K
568,568,25,121285,13,40, Self-emp-not-inc, Bachelors, Never-married, White, Female, <=50K
569,569,58,25124,11,65, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White, Male, <=50K
570,570,32,182274,9,37, Private, HS-grad, Separated, White, Female, <=50K
571,571,28,103548,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
572,572,41,38434,14,30, Self-emp-not-inc, Masters, Never-married, White, Female, <=50K
573,573,53,317313,9,48, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
574,574,49,177543,9,35, Private, HS-grad, Separated, White, Female, <=50K
575,575,55,139834,13,40, Private, Bachelors, Married-civ-spouse, White, Male, >50K
576,576,29,118478,10,50, Private, Some-college, Married-civ-spouse, White, Female, >50K
577,577,28,147951,11,80, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White, Male, <=50K
578,578,44,201734,9,45, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
579,579,41,198196,14,45, Private, Masters, Married-civ-spouse, White, Male, >50K
580,580,26,141876,11,45, Private, Assoc-voc, Married-civ-spouse, White, Male, >50K
581,581,23,325179,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
582,582,37,143774,13,40, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Female, >50K
